,Datetime,Pa
569,2019-02-24 22:50:00,1036.9952380952382
570,2019-02-24 23:00:00,1036.9673469387756
571,2019-02-24 23:10:00,1036.939455782313
572,2019-02-24 23:20:00,1036.9115646258504
573,2019-02-24 23:30:00,1036.8836734693878
574,2019-02-24 23:40:00,1036.8557823129252
575,2019-02-24 23:50:00,1036.8278911564626
576,2019-02-25 00:00:00,1036.8
577,2019-02-25 00:10:00,1036.7833333333333
578,2019-02-25 00:20:00,1036.7666666666667
579,2019-02-25 00:30:00,1036.75
580,2019-02-25 00:40:00,1036.7333333333333
581,2019-02-25 00:50:00,1036.7166666666667
582,2019-02-25 01:00:00,1036.7
583,2019-02-25 01:10:00,1036.7
584,2019-02-25 01:20:00,1036.7
585,2019-02-25 01:30:00,1036.7
586,2019-02-25 01:40:00,1036.7
587,2019-02-25 01:50:00,1036.7
588,2019-02-25 02:00:00,1036.7
589,2019-02-25 02:10:00,1036.6833333333334
590,2019-02-25 02:20:00,1036.6666666666667
591,2019-02-25 02:30:00,1036.65
592,2019-02-25 02:40:00,1036.6333333333332
593,2019-02-25 02:50:00,1036.6166666666666
594,2019-02-25 03:00:00,1036.6
595,2019-02-25 03:10:00,1036.5666666666666
596,2019-02-25 03:20:00,1036.5333333333333
597,2019-02-25 03:30:00,1036.5
598,2019-02-25 03:40:00,1036.4666666666667
599,2019-02-25 03:50:00,1036.4333333333334
600,2019-02-25 04:00:00,1036.4
601,2019-02-25 04:10:00,1036.4
602,2019-02-25 04:20:00,1036.4
603,2019-02-25 04:30:00,1036.4
604,2019-02-25 04:40:00,1036.4
605,2019-02-25 04:50:00,1036.4
606,2019-02-25 05:00:00,1036.4
607,2019-02-25 05:10:00,1036.4
